	Estimate	Std. Error	z value	Pr(>|z|)
pos_seq339	0.088478045185677	8.40078564982839	0.0105321155512978	0.991596742965171
pos_seq340	0.609556413469003	8.40192006040618	0.0725496563983655	0.942164489457952
pos_seq341	0.388053791992362	8.40062242780859	0.0461934571309605	0.963156057362851
pos_seq342	0.236352167578719	8.41016973865402	0.0281031388097222	0.97757989065541
pos_seq343	-0.0918212662275195	8.41087596623641	-0.0109169682915448	0.991289692565771
pos_seq344	0.595963971191412	8.4059413661678	0.0708979453021223	0.943478978673669
pos_seq345	2.34656536792558	8.43299581472156	0.278259994369873	0.780812783679454
pos_seq346	0.149340790589552	8.41889711798105	0.0177387594237956	0.985847259957171
pos_seq347	1.33019117749491	8.41552477524984	0.158063960717818	0.874406398739195
pos_seq348	0.886163034651854	8.40576682559882	0.105423223489039	0.916039989063589
pos_seq349	1.78694957998877	8.46954259118783	0.210985370313624	0.832898687201987
pos_seq350	0.0417101263969364	8.4060596013381	0.00496191180827422	0.996040983421659
pos_seq351	1.23690324307015	8.40641997738166	0.147137931057236	0.883023151031203
pos_seq352	-0.187131446031867	8.40778952898259	-0.0222569137092221	0.982243018239017
pos_seq353	0.875113198465619	8.40203385774308	0.104154924067479	0.917046404727448
pos_seq354	-0.292491961689998	8.40919055231224	-0.0347824157236599	0.972253242366713
pos_seq355	-0.556878471537694	8.40545778431154	-0.0662520098045208	0.94717718985883
pos_seq356	0.641817275687481	8.40875710555167	0.076327246420727	0.939158749558025
pos_seq357	-0.00480988923811231	8.5184925751062	-0.00056464089106192	0.999549481774563
pos_seq358	0.177511667556029	8.40133997947255	0.0211289708534296	0.983142774651157
pos_seq359	1.82777157451027	8.41773997729626	0.217133289866403	0.828104471223958
pos_seq360	-0.910518511781415	8.40492196833103	-0.108331584185096	0.913732669480922
pos_seq361	-1.24450077616727	8.40227386101777	-0.14811475997481	0.882252201150195
pos_seq362	-14.5708776726882	208.013311650067	-0.0700478135610869	0.944155603352837
pos_seq363	-0.31496481754184	8.40988723102141	-0.0374517290053587	0.970124827793242
pos_seq364	-2.23840211074392	8.42242400470599	-0.265766970351199	0.790418682479598
pos_seq365	-1.01641080091574	8.42075693325569	-0.120703020995854	0.903926266085148
pos_seq366	-0.993201568005459	8.40064342135679	-0.118229225809116	0.905886033505174
pos_seq367	-1.07525130093946	8.40717724380713	-0.12789682788376	0.898230621412823
pos_seq368	-0.474813518483138	8.41017936942884	-0.0564570025948667	0.95497774781949
pos_seq369	-1.10342217790613	8.47935519444831	-0.130130434756238	0.896463231390212
pos_seq370	-3.18286371958547	8.43141088826015	-0.377500724584218	0.705801526009726
pos_seq371	-14.5708776801615	294.055278665497	-0.0495514916320772	0.960479803178085
pos_seq372	-14.5708777299895	623.587440802185	-0.0233662142252986	0.981358154786329
pos_seq373	-1.58034624999616	8.41247195496676	-0.187857535627577	0.850988331665759
pos_seq374	-3.69368934335209	8.46119293101362	-0.436544748886798	0.662441539525845
pos_seq375	-1.10342217790573	8.47935519444867	-0.130130434756186	0.896463231390254
pos_seq376	-14.5708776731351	208.013311662913	-0.0700478135589096	0.94415560335457
pos_seq377	-3.37897859851195	8.41281000505453	-0.401646845284966	0.687943948865437
pos_seq378	-14.5708776733284	214.03423476047	-0.068077322721923	0.94572408231498
pos_seq379	-2.79801789868059	8.42151723204994	-0.332246295006334	0.739703288930049
pos_seq380	-14.5708777950344	881.845814289861	-0.0165231580837838	0.986817027129654
pos_seq381	0.688337291321746	8.41833267897424	0.081766463451955	0.934832425032675
pos_seq382	-1.10342217790554	8.44003633138513	-0.130736662092597	0.895983629082324
pos_seq383	-14.5708777297311	623.587440683272	-0.0233662142293398	0.981358154783106
pos_seq384	-14.5708776786228	278.977979533142	-0.0522294903096171	0.958345835126303
pos_seq385	-2.48971653902608	8.46463202384594	-0.294131691963955	0.768657274735094
pos_seq386	-3.1828637195868	8.4621756715874	-0.37612829644669	0.706821518767007
pos_seq387	-14.5708777081506	509.180110777266	-0.0286163528381109	0.977170569746687
pos_seq388	-1.10342217790616	8.47935519444912	-0.13013043475623	0.896463231390219
pos_seq389	-14.5708777080452	509.180110800475	-0.0286163528365995	0.977170569747893
pos_seq390	-14.5708777310297	623.587440852808	-0.0233662142250697	0.981358154786512
pos_seq391	0.688337291321525	8.4891564553334	0.081084297944476	0.935374912991673
pos_seq392	-14.5708777937174	881.845814291971	-0.0165231580822508	0.986817027130877
pos_seq393	0.400655218870296	8.42524445109456	0.0475541358112458	0.962071584965634
pos_seq394	-14.5708777958586	881.845814735147	-0.0165231580763751	0.986817027135564
pos_seq395	-14.5708776918688	394.444999836054	-0.0369402012902306	0.970532685613741
pos_seq396	0.0905002905663499	8.40620092065808	0.0107658966780043	0.991410223190085
pos_seq397	0.688337291322012	8.48915645534908	0.0810842979443836	0.935374912991747
pos_seq398	-1.79656935846566	8.46954259119103	-0.212121178814807	0.832012497344113
pos_seq399	-1.43074908170468	8.40161667555108	-0.170294496518533	0.864778539189055
pos_seq400	-1.5298304598594	8.40077941601348	-0.182105776631065	0.855499715439902
pos_seq401	-0.774737131836584	8.40081648074312	-0.0922216469806816	0.92652193952827
pos_seq402	-0.803782593601959	8.40093393217997	-0.0956777663163201	0.923776499783215
pos_seq403	-2.55890432328925	8.40165638479161	-0.304571409028497	0.760692598303599
pos_seq404	-1.29632584403074	8.40133891212919	-0.154299910715328	0.877373267712323
pos_seq405	-0.138341281862834	8.40450975058191	-0.0164603630632062	0.986867123494038
pos_seq406	-1.22887648405909	8.40091391068101	-0.146278904548312	0.883701218448858
pos_seq407	-0.621971162819947	8.40109094946847	-0.0740345708147939	0.940982877198386
pos_seq408	-0.610267036521525	8.40061908289077	-0.0726454836839862	0.942088231566362
pos_seq409	-0.00480988923916641	8.51849257510463	-0.000564640891185766	0.999549481774464
pos_seq410	-0.195865126000411	8.40623981465751	-0.023299968870611	0.981410996545688
pos_seq411	-14.5708777299533	623.58744087123	-0.0233662142226533	0.981358154788439
pos_seq412	0.439121499698015	8.40340045583823	0.0522552152555026	0.95832533757985
pos_seq413	-0.187131446032457	8.41141522736685	-0.0222473199781671	0.982250671034005
pos_seq414	-0.341282125859298	8.40460515897865	-0.0406065626408049	0.967609552242861
pos_seq415	-14.570877708443	509.180110833234	-0.0286163528355396	0.977170569748738
pos_seq416	-0.256124317518846	8.41560402347164	-0.03043445447344	0.975720566878878
pos_seq417	-0.536469599906796	8.40218757458262	-0.0638488007015774	0.94909062016021
pos_seq418	0.300571760313164	8.40789859534873	0.0357487375596372	0.971482708413457
pos_seq419	1.44210909369895	8.41885561640069	0.171295145018236	0.863991697760241
pos_seq420	0.57207748520614	8.40279537074174	0.0680818061092021	0.945720513369802
pos_seq421	-0.852107749624785	8.42876868188348	-0.101095163692922	0.919474917192206
pos_seq422	0.688337291322108	8.48915645534192	0.0810842979444633	0.935374912991684
pos_seq423	-1.10342217790602	8.47935519444403	-0.130130434756291	0.896463231390171
pos_seq424	-14.5708777940162	881.845814375901	-0.016523158081017	0.986817027131861
pos_seq425	-14.570877730235	623.587440852927	-0.0233662142237909	0.981358154787532
pos_seq426	0.688337291322692	8.48915645534101	0.0810842979445408	0.935374912991622
pos_seq427	0.688337291321762	8.48915645533887	0.0810842979444517	0.935374912991693
pos_seq428	-1.3911042503571	8.47445031307346	-0.164152741353744	0.869610903286057
pos_seq429	-14.5708777076513	509.180110717883	-0.0286163528404676	0.977170569744808
pos_seq430	-1.25757285773335	8.43862869797666	-0.149025736614633	0.881533324842738
pos_seq431	-14.5708776924352	394.444999884973	-0.0369402012870852	0.970532685616249
pos_seq432	-0.6979570697984	8.48915645534237	-0.0822174822045085	0.934473771721195
pos_seq433	-0.00480988923837668	8.51849257510981	-0.000564640891092716	0.999549481774538
pos_seq434	-2.94924886840384	8.46282214919383	-0.348494723912494	0.727468675501028
pos_seq435	-14.5708777297262	623.587440745917	-0.0233662142269846	0.981358154784984
pos_seq436	-14.5708776749406	235.822179645342	-0.0617875625475689	0.950732008212045
pos_seq437	-0.892113084238829	8.40452534026352	-0.106146754054627	0.915465916281767
pos_seq438	-1.89187953826962	8.40736992576647	-0.225026322735185	0.821958796773087
pos_seq439	-1.14424417242643	8.40543198636292	-0.136131512845844	0.891717315763877
pos_seq440	-1.01033175483992	8.40593990107071	-0.120192597940324	0.904330581256835
pos_seq441	-1.95072003829266	8.41748594951305	-0.231746159125518	0.816735177369138
pos_seq442	-1.44916805131335	8.4021290354918	-0.172476290853408	0.863063099191772
pos_seq443	-1.39110425035784	8.4744503130756	-0.164152741353789	0.869610903286021
pos_seq444	-1.24157251638638	8.40904434636146	-0.147647278959065	0.882621140763239
pos_seq445	-1.31314270888747	8.40807465280735	-0.156176385571104	0.875893989901788
pos_seq446	-1.51858668310291	8.40180465462904	-0.180745297650574	0.856567501913317
pos_seq447	-2.28797689637579	8.40305034843871	-0.272279327327951	0.785407250360714
pos_seq448	-0.772065041951361	8.40722072114591	-0.0918335639754832	0.926830276530752
pos_seq449	-0.869807326724143	8.40317057110218	-0.103509421755086	0.917558672182975
pos_seq450	-1.79656935846515	8.43510858675449	-0.212987105025094	0.831337020630959
pos_seq451	-1.8407754509706	8.40092249382022	-0.219115871182562	0.826559787753731
pos_seq452	-1.24044397547017	8.40071212208948	-0.14765938380491	0.882611587204292
pos_seq453	-1.46256321433971	8.40324477957667	-0.174047436758517	0.861828181971319
pos_seq454	-0.588757777832517	8.40088790159399	-0.0700828037142129	0.944127753692888
pos_seq455	1.09380239942991	8.41635684438348	0.12996150468119	0.896596883140862
pos_seq456	-0.95389044393503	8.40739603072683	-0.113458488270186	0.909667072073477
pos_seq457	-1.06817623884441	8.40157105906343	-0.127140058845552	0.898829546335579
pos_seq458	-1.39404111003104	8.40140631617251	-0.165929495321223	0.86821243533079
pos_seq459	-0.727729228131478	8.40101814552334	-0.0866239324241031	0.930970442078938
pos_seq460	-0.506289650585271	8.402750923283	-0.0602528451941142	0.951954257752468
pos_seq461	-1.53218284861788	8.40272370773816	-0.182343594994903	0.855313088260798
pos_seq462	-0.0561031836254839	8.40256508032642	-0.0066769115251297	0.994672634963623
pos_seq463	-0.515635513003567	8.40844886315587	-0.0613234998981772	0.951101575807044
pos_seq464	-0.505585177150567	8.40172572573995	-0.0601763487234094	0.952015182554702
pos_seq465	-0.225481251406679	8.40185464483044	-0.0268370807325756	0.978589677712789
pos_seq466	-0.512844164366667	8.40086489264394	-0.0610465911451248	0.951322103853108
pos_seq467	-1.66303796584111	8.40642360083086	-0.19782942721049	0.843178521574492
pos_seq468	-1.5162673933118	8.40294959692046	-0.180444661225564	0.856803495118908
pos_seq469	0.363537555913919	8.40094025673442	0.0432734366397258	0.965483565871723
pos_seq470	-0.50124677555142	8.40735540496115	-0.0596200292966842	0.952458265671833
pos_seq471	-1.64574646873286	8.40195139914262	-0.195876694657006	0.844706678876777
pos_seq472	-1.0024094951841	8.40101163505901	-0.119320093665964	0.905021764779145
pos_seq473	0.911480842636144	8.42129556165718	0.108235227698953	0.913809101423864
pos_seq474	-0.435761141329473	8.40086337404397	-0.0518709949117656	0.958631485859193
pos_seq475	0.484738336080614	8.40557383212347	0.0576686786365609	0.954012542986423
pos_seq476	-0.592596554140003	8.40258630097124	-0.0705254945220266	0.943775409373299
pos_seq477	-2.12971380499506	8.40207952565196	-0.253474606910461	0.79990148132882
pos_seq478	-2.48971653902667	8.46463202385823	-0.294131691963598	0.768657274735367
pos_seq479	-3.71838195594514	8.46115697492816	-0.43946495342934	0.660324670975023
pos_seq480	-14.570877793107	881.845814091381	-0.016523158085317	0.98681702712843
pos_seq481	-0.852107749624567	8.42876868187594	-0.101095163692987	0.919474917192155
pos_seq482	-2.0489987383625	8.40093754994503	-0.243901198667511	0.807307340809387
pos_seq483	-14.5708776877662	360.093704777948	-0.04046412779349	0.967723105479557
pos_seq484	-2.36566389035558	8.41352276239885	-0.281174004892225	0.778576941793218
pos_seq485	-14.5708776917578	394.444999800259	-0.0369402012933013	0.970532685611293
pos_seq486	-14.5708776775415	266.007125562883	-0.0547762682924709	0.956316707169298
pos_seq487	-1.61424780167197	8.41070904506815	-0.191927671379683	0.847798861742325
pos_seq488	-2.04916011110728	8.4028463267432	-0.243864999004629	0.807335377638476
pos_seq489	-1.1724150493927	8.40238732086546	-0.139533564048073	0.88902853507746
pos_seq490	-0.890117075592009	8.40195532977417	-0.105941657704092	0.915628641960445
pos_seq491	-3.04336215997523	8.40830969662438	-0.36194696315682	0.717391664272202
pos_seq492	-0.71255586921903	8.40118532484214	-0.0848161112589692	0.932407584762876
pos_seq493	-1.10342217790585	8.42030804993831	-0.131042970323862	0.895741315069616
pos_seq494	-1.57089736079766	8.40270887306936	-0.186951301601365	0.851698815351805
pos_seq495	-0.793267249602313	8.40485186656887	-0.0943820619560961	0.924805664676892
pos_seq496	-0.528397764617674	8.40096727021907	-0.0628972530926068	0.949848322230067
pos_seq497	-14.5708777293491	623.587440666746	-0.0233662142293466	0.9813581547831
pos_seq498	-0.793267249602136	8.41779386098892	-0.0942369536130388	0.924920930637804
pos_seq499	-0.852107749625251	8.42876868188479	-0.101095163692962	0.919474917192175
pos_seq500	-0.187131446032072	8.4222829575934	-0.0222186130499637	0.982273570188525
pos_seq501	-14.5708776816096	311.878580854737	-0.0467197126576521	0.962736619071057
pos_seq502	-0.105906006109394	8.40293897387571	-0.0126034482029026	0.989944169489658
pos_seq503	0.911480842636522	8.44200662384836	0.107969690530877	0.914019735079918
pos_seq504	-14.5708776801958	294.05527867925	-0.0495514916298762	0.960479803179839
pos_seq505	-1.61424780167228	8.47150602112581	-0.190550274962533	0.848877951060728
pos_seq506	0.120353253716584	8.40798345616675	0.0143141639542965	0.988579339587985
pos_seq507	-1.60419746581768	8.40410229850087	-0.190882667635285	0.848617519715627
pos_seq508	-1.72134593722903	8.40357923148924	-0.204834855460032	0.837701153634806
pos_seq509	-1.35406297867739	8.40189337105069	-0.161161647604682	0.871966086979429
pos_seq510	-1.13082115209421	8.40708558813426	-0.134508105126258	0.893000802368576
pos_seq511	-2.33695378447457	8.4070469159653	-0.277975584986519	0.781031100777186
pos_seq512	-0.986725508461707	8.40124333892701	-0.117449937902612	0.906503513148199
pos_seq513	-0.410274997347263	8.44988319947646	-0.0485539252628584	0.961274788939239
pos_seq514	-0.95781663664944	8.40120247328519	-0.11400946944145	0.909230286864105
pos_seq515	-0.831488462422426	8.40459809172834	-0.0989325668339528	0.921191811144967
pos_seq516	-0.32154688173762	8.4007755644828	-0.0382758567074535	0.969467740233368
pos_seq517	-1.14994219354122	8.40612383768871	-0.136798150460914	0.891190345618618
pos_seq518	-0.387802141494037	8.40386242260332	-0.0461457032484243	0.963194118860298
pos_seq519	-0.745585118786396	8.40267241511915	-0.0887319036078147	0.92929497711763
pos_seq520	-0.00480988923793425	8.40343018990025	-0.000572372130099333	0.999543313139296
pos_seq521	-0.490317705019571	8.41251783963431	-0.0582842989894789	0.953522173844506
pos_seq522	2.13525627425733	8.41158968680128	0.253846936638836	0.799613810584665
pos_seq523	-0.323263620356574	8.40480689437204	-0.0384617546148545	0.969319524302714
pos_seq524	0.649116578168976	8.40747505909323	0.0772070774645849	0.938458811452723
pos_seq525	-1.29092612620716	8.40107879128836	-0.153661947266321	0.877876290040585
pos_seq526	0.270293401007186	8.40111398850361	0.0321735190567662	0.974333673974419
pos_seq527	-0.896194081897919	8.40098128809869	-0.106677309609952	0.915044984176451
pos_seq528	0.115393199457888	8.40070798474205	0.0137361279153463	0.989040500254161
pos_seq529	-0.851633028513944	8.4008153603717	-0.101375044204788	0.919252746240172
pos_seq530	-1.08094932205388	8.40129189385	-0.128664654878278	0.897623004206329
pos_seq531	0.446325255703471	8.40144200312104	0.0531248392285118	0.957632440551623
pos_seq532	0.37818236301803	8.40719008940833	0.0449832059220925	0.964120695135889
pos_seq533	-0.00383380326487129	8.40064938347622	-0.000456369869740337	0.999635869539558
pos_seq534	0.459802891372865	8.401573323282	0.0547281888379981	0.956355011566073
pos_seq535	-0.854743665483967	8.4007292345984	-0.101746365299301	0.918957998897027
pos_seq536	-14.5708776976909	440.982913994369	-0.0330418191619029	0.97364123896525
pos_seq537	-14.5708777953374	881.845814475319	-0.0165231580806524	0.986817027132152
pos_seq538	-0.892113084238812	8.41250346282756	-0.106046088204398	0.915545785221667
pos_seq539	-14.5708777945447	881.845814275547	-0.0165231580834967	0.986817027129883
pos_seq540	-1.10342217790604	8.44003633138441	-0.130736662092667	0.895983629082268
pos_seq541	-14.5708777953951	881.845814533671	-0.0165231580796245	0.986817027132972
pos_seq542	-14.5708777947011	881.845814351473	-0.0165231580822514	0.986817027130876
pos_seq543	-0.227953440552586	8.41388639866625	-0.02709252653907	0.978385935532219
pos_seq544	0.362914890887381	8.411694062512	0.0431440906184127	0.965586672769971
pos_seq545	0.331662347383449	8.41070904507133	0.0394333397584123	0.968544899289238
pos_seq546	-0.187131446031672	8.42228295759337	-0.0222186130499163	0.982273570188563
pos_seq547	-0.00480988923912675	8.51849257510529	-0.000564640891181067	0.999549481774468
pos_seq548	-1.10342217790654	8.47935519444945	-0.13013043475627	0.896463231390188
pos_seq549	-1.61424780167234	8.4715060211183	-0.190550274962709	0.84887795106059
pos_seq550	-14.5708777296534	623.587440689402	-0.0233662142289855	0.981358154783388
pos_seq551	-14.570877794544	881.845814470362	-0.0165231580798456	0.986817027132796
pos_seq552	1.09380239943025	8.47935519444978	0.128995940651974	0.897360860883581
pos_seq553	0.688337291322089	8.4183326789782	0.0817664634519573	0.934832425032674
pos_seq554	-0.697957069799163	8.48915645533538	-0.0822174822046661	0.934473771721069
pos_seq555	1.69993820299967	8.41806327429442	0.201939347283198	0.83996414100952
pos_seq556	-14.5708777947303	881.84581464313	-0.0165231580768197	0.986817027135209
pos_seq557	0.688337291320992	8.48915645533179	0.0810842979444286	0.935374912991711
pos_seq558	-0.535438140300146	8.40524866965926	-0.0637028315691523	0.949206850062584
pos_seq559	0.465193740007393	8.4198142506457	0.055249881548363	0.955939389864159
pos_seq560	0.688337291321206	8.48915645533392	0.0810842979444335	0.935374912991707
pos_seq561	-14.5708776916108	394.444999786843	-0.036940201294185	0.970532685610588
pos_seq562	-1.10342217790629	8.42688927554503	-0.130940628484159	0.895822274470128
pos_seq563	-0.00480988923969471	8.5184925751073	-0.000564640891247607	0.999549481774415
pos_seq564	0.0250430739118034	8.40407936949037	0.00297987118050291	0.997622410310583
pos_seq565	-0.353116583506372	8.40222191121524	-0.0420265719279604	0.966477515490553
pos_seq566	0.786777364135107	8.40350899382566	0.09362486131843	0.925407159879548
pos_seq567	0.847967436913718	8.40379084418088	0.100902967795883	0.919627487174207
pos_seq568	-1.97092274561012	8.41020055709463	-0.234349077912	0.814713987848505
pos_seq569	-0.685980878750976	8.4026628887582	-0.0816385100571796	0.934934176891511
pos_seq570	1.94110025981631	8.4102247715038	0.230802423544411	0.817468298348732
pos_seq571	-0.174708926033363	8.40458827608694	-0.0207873271472978	0.98341530702757
pos_seq572	-0.273073875832081	8.40859206012982	-0.0324755766339157	0.974092792776471
pos_seq573	0.698700078358129	8.40145822356947	0.0831641436242573	0.933721023183342
pos_seq574	1.09380239942981	8.44003633138557	0.129596882819371	0.896885369598397
pos_seq575	0.459495718893353	8.40492896121258	0.0546697920962632	0.956401535772874
pos_seq576	1.4615271795557	8.41270793058948	0.17372850592393	0.862078833687287
pos_seq577	0.911480842636066	8.44200662384586	0.107969690530855	0.914019735079935
pos_seq578	-1.10342217790458	8.47935519445242	-0.130130434755993	0.896463231390406
pos_seq579	-0.00480988924027082	8.45971860609763	-0.000568563738846341	0.999546351795384
pos_seq580	-14.5708777931907	881.845814013731	-0.0165231580868669	0.986817027127194
pos_seq581	-1.79656935846525	8.46954259118881	-0.212121178814814	0.832012497344108
pos_seq582	0.40065521887016	8.44988319947244	0.0474154742038534	0.962182096260197
pos_seq583	-14.5708777305435	623.587440756025	-0.0233662142279165	0.981358154784241
pos_seq584	-0.323263620356437	8.41334729592399	-0.0384227120296161	0.969350652769281
pos_seq585	-14.5708777915673	881.845813755819	-0.0165231580898585	0.986817027124807
pos_seq586	-14.5708777929475	881.845814007664	-0.0165231580867048	0.986817027127323
pos_seq587	-1.10342217790676	8.47935519445059	-0.130130434756278	0.896463231390181
pos_seq588	1.60462802319521	8.47150602111617	0.189414729706323	0.849767780796655
pos_seq589	-0.00480988923886963	8.51849257510976	-0.000564640891150587	0.999549481774492
pos_seq590	-14.5708777296378	623.587440757478	-0.0233662142264097	0.981358154785443
pos_seq591	-0.00480988923817154	8.45971860609978	-0.000568563738598046	0.999546351795582
pos_seq592	0.688337291322589	8.44496120062167	0.0815086386982948	0.935037455052068
pos_seq593	-0.474813518483663	8.41981425064655	-0.0563923982583348	0.955029212631453
pos_seq594	-0.410274997346102	8.42524445109195	-0.0486959161514808	0.961161630455625
pos_seq595	-14.5708777935823	881.845813908702	-0.0165231580892789	0.98681702712527
pos_seq596	0.80612032697778	8.40767963492525	0.0958790489148968	0.923616634452517
pos_seq597	0.911480842635816	8.44200662384684	0.107969690530813	0.914019735079969
pos_seq598	0.218333662076124	8.41388639866411	0.0259492048895251	0.97929785341677
pos_seq599	0.379864449200959	8.40176570869172	0.0452124544258577	0.963937967206395
pos_seq600	-0.564425677173339	8.40265437202901	-0.0671723067715619	0.946444531311446
pos_seq601	0.698919400652558	8.40242211663083	0.0831807056288203	0.933707854243542
pos_seq602	-0.435592805330719	8.40304587061857	-0.0518374898861113	0.958658183085148
pos_seq603	-0.762495590934932	8.40634705518657	-0.0907047479635623	0.927727197857053
pos_seq604	-0.479609690747233	8.40090395670398	-0.0570902480517588	0.954473304681898
pos_seq605	0.842487971149487	8.42876868188175	0.0999538607531699	0.920380955713569
pos_seq606	0.567259359768723	8.40216332958538	0.0675134887905964	0.94617292402461
pos_seq607	0.976019363773406	8.40355757042891	0.116143592233829	0.907538740957769
pos_seq608	0.190565786288628	8.40098258107844	0.022683749722067	0.981902538344649
pos_seq609	-0.896408008521596	8.40257575182479	-0.106682526286886	0.915040845487988
pos_seq610	-0.00480988923790047	8.40966595966791	-0.000571947715993514	0.999543651772703
pos_seq611	0.67094554861028	8.40362292079955	0.0798400350579323	0.936364482568501
pos_seq612	0.688337291321497	8.44496120061248	0.0815086386982542	0.9350374550521
pos_seq613	-0.383926167649377	8.40088820531692	-0.0457006638186651	0.963548834713043
pos_seq614	-0.00693078080708708	8.40078536905954	-0.000825015817284589	0.999341732691646
pos_seq615	0.538805557351244	8.40574739186648	0.0640996608906663	0.948890871862601
pos_seq616	0.220595253692405	8.40093645154571	0.0262584123763746	0.979051225579419
pos_seq617	1.53563515170907	8.42453942801987	0.182281199444753	0.85536205218094
pos_seq618	1.09380239942982	8.4137216764914	0.130002208474044	0.89656467941086
pos_seq619	0.0961660281020881	8.40088681408139	0.0114471281699566	0.990866712634134
pos_seq620	-0.120728991456399	8.40084708127167	-0.0143710497630107	0.988533955947672
pos_seq621	0.378850588903269	8.4006802926405	0.0450976082538416	0.964029507821678
pos_seq622	0.198789066003463	8.4022727153622	0.0236589637991646	0.98112463897957
pos_seq623	-0.279913179482977	8.40111398850391	-0.0333185789248915	0.97342053814505
pos_seq624	0.62599416074773	8.40153338703851	0.0745095129555141	0.94060497196551
pos_seq625	1.54275261947778	8.40773341304702	0.183492095156556	0.854411920631742
pos_seq626	0.74104710774142	8.40098479515652	0.0882095523097079	0.92971012526894
pos_seq627	1.36775427906973	8.40098462158409	0.162808806429148	0.870668974259804
pos_seq628	0.722086276058319	8.40073504841748	0.0859551303423556	0.931502085956265
pos_seq629	-0.610945692808356	8.41581789989709	-0.0725949277985003	0.942128463102446
pos_seq630	-0.898627765259631	8.40982730393364	-0.106854484971327	0.914904422109063
pos_seq631	0.506015734528337	8.40405232492459	0.0602109214655416	0.951987647426398
pos_seq632	0.554805898697905	8.42383434594028	0.0658614445528934	0.947488136693634
pos_seq633	-1.47114695803134	8.4066228879972	-0.1749985669194	0.861080759642233
pos_seq634	0.604955682382869	8.40419955058649	0.0719825461950927	0.94261579793316
pos_seq635	-1.73941094462571	8.42379286868546	-0.206487857873593	0.836409848395238
pos_seq636	0.339735045108442	8.40125309903487	0.0404386156569275	0.967743444572058
pos_seq637	2.07463165244161	8.46708766351144	0.245023051005146	0.806438583158301
pos_seq638	0.882493305763272	8.41250346283268	0.104902578603649	0.916453112830462
pos_seq639	-1.13253026206391	8.40152861379929	-0.134800500495084	0.892769610112332
pos_seq640	-3.43879709372363	8.46162091271035	-0.406399332846281	0.684449209813246
pos_seq641	-2.89518164713476	8.43182182372841	-0.343363712808457	0.731324854920703
pos_seq642	-14.5708777302901	623.587440796675	-0.023366214225987	0.98135815478578
pos_seq643	-0.567493164240827	8.40078404932687	-0.0675524047408763	0.946141944313889
pos_seq644	0.506015734527818	8.43215055767982	0.0600102822010157	0.952147445438805
pos_seq645	0.218333662076508	8.40435073418472	0.0259786471295677	0.979274369824783
pos_seq646	-1.10342217790612	8.4793551944499	-0.130130434756213	0.896463231390233
pos_seq647	-14.5708776757287	235.822179657134	-0.0617875625478213	0.950732008211844
pos_seq648	-0.84105791343853	8.40217041107023	-0.100100077990611	0.920264873417007
pos_seq649	-0.907997396113862	8.40102729572296	-0.108081710028026	0.91393087643847
pos_seq650	0.165296079787875	8.40089600162462	0.0196760059588774	0.98430183154547
pos_seq651	-0.320079918208504	8.40125177606902	-0.0380990746069832	0.96960868913264
pos_seq652	-1.39110425035897	8.40243686493795	-0.165559619515123	0.868503527602771
pos_seq653	-0.107464043297894	8.40155132926076	-0.0127909762240719	0.989794555837851
pos_seq654	-0.00480988923831687	8.41372167648867	-0.000571672016648428	0.999543871748918
pos_seq655	-0.0139423728011478	8.4010758392773	-0.00165959373155084	0.998675836392237
pos_seq656	0.0858444790300141	8.40136288477386	0.0102179229974215	0.991847418860129
pos_seq657	0.320612511196758	8.40065087547293	0.0381651988577264	0.969555967957696
pos_seq658	0.400655218869431	8.44988319946727	0.0474154742037961	0.962182096260243
pos_seq659	-14.5708777937113	881.845814207438	-0.0165231580838277	0.986817027129619
pos_seq660	-0.697957069797554	8.48915645533763	-0.0822174822044547	0.934473771721237
pos_seq661	-0.00480988923773684	8.45971860609768	-0.000568563738546803	0.999546351795623
pos_seq662	-0.00480988923885951	8.51849257510868	-0.00056464089114947	0.999549481774493
pos_seq663	0.366049689692798	8.40258183382456	0.0435639541431499	0.965251984831154
pos_seq664	1.38148447188121	8.47445031307717	0.163017590621707	0.870504584624101
pos_seq665	-0.105523864839754	8.40128239039489	-0.0125604473146146	0.98997847651892
pos_seq666	-0.296649971838106	8.40110982934639	-0.0353108074842518	0.971831905579862
pos_seq667	0.421274506072984	8.40075258957783	0.0501472340222979	0.960005059755284
pos_seq668	0.103403695402313	8.40375269686576	0.0123044667224534	0.990182703696815
pos_seq669	-0.4384458743132	8.40193174340731	-0.0521839367068451	0.958382132144416
pos_seq670	0.36604968969276	8.40087487167383	0.0435728058427594	0.965244928896678
pos_seq671	0.688337291322915	8.41536875312867	0.081795261920876	0.934809523889816
pos_seq672	0.605044773211212	8.40090912573044	0.0720213448516032	0.942584921224729
pos_seq673	0.494842433930005	8.4014170047034	0.0588998776817025	0.953031855480025
pos_seq674	1.09912763072891	8.40071441141363	0.130837399880608	0.895903936460603
pos_seq675	0.643885528751189	8.40249930208459	0.0766302388851668	0.938917702523157
pos_seq676	0.16614790890587	8.40238838589368	0.0197738906219578	0.984223746076064
pos_seq677	0.866320446517498	8.40162750424841	0.103113408215186	0.917872963532046
pos_seq678	0.457813632710094	8.4033797103926	0.0544797032251094	0.956552979050545
pos_seq679	-0.104893347794964	8.40648558059707	-0.0124776693886286	0.990044518572537
pos_seq680	2.80860082752102	8.42149305010411	0.333503906113928	0.738753941411085
